# ------------------------------------------------------------------
# Automatically extracted by VIB extractor.
# Transcription archive : text16e6.evt
# Extraction module     : Basic EVA
# Extraction time       : Thursday 2020-05-07 22-06-50 CEST
# ------------------------------------------------------------------
#
<f1r>              {$I=T $Q=A $P=A $L=A $H=1}
<f1r.P2.7;N>       ?.odar.c'y.shol.cphoy.oydar.sh!.s.cfhoaiin.shodary-
<f1r.P2.7;U>       ?.odar.c'y.shol.cphoy.oydar.sh!.s.cfhoaiin.shodary-
#
<f1r.P2.8;H>       yshey.shody.okcho!y.otchol.chocthy.os!chy.dain.chor.kos-
<f1r.P2.8;N>       yshey.shody.okcho!y.otchol.chocthy.os.chy.dain.chor.kos-
<f1r.P2.8;U>       yshey.chody.okcho!y.otchol.chocthy.os!chy.dain.chor.kos-
#
<f1r.P2.9;H>       daiin.shos.cfhol.shody=
<f1r.P2.9;N>       daiin.shos.cfhol.shody=
<f1r.P2.9;X>       daiin.sh**.cfhol.shody=
<f1r.P2.9;U>       daiin.shos.cfhol.shody=
#
## <f1r.T2> {}
# title 2
# Last edited on 1998-12-06 12:45:51 by stolfi
#
# "X" transcription by Denis Mardle
# "N" transcription by G. Landini (EVA alphabet page), uncapitalized.
# "U" transcription by J. Stolfi from scanned image.
#
<f1r.T2.10;H>      dain.os.teody=
<f1r.T2.10;N>      dain.os.teody=
<f1r.T2.10;X>      dain.!s.teody=
<f1r.T2.10;U>      dain.*s.teody=
#
## <f1r.P3> {}
# text - parag 3
# Last edited on 1998-12-11 12:25:36 by stolfi
#
# "X" transcription by Denis Mardle
# "N" transcription by G. Landini (EVA alphabet page), de-capitalized.
# "U" transcription by J. Stolfi from scanned image.
#
# Weirdo &253 = an upside down "pi", somewhat like weirdo w1 (see paragraph P2),
#   with a squiggle extending up from between the two horns.
#   Thick, red (?), with flaring strokes, swallowtail serifs.
#
<f1r.P3.11;H>      ?.ydain.cphesaiin.ol.s.cphey.ytain.shoshy.cphodal!es-
<f1r.P3.11;N>      ?.ydain.cphesaiin.ol.s.cphey.ytain.shoshy.cphodal.es-
<f1r.P3.11;U>      ?.ydain.cphesaiin.ol!s.cphey.ytain.shoshy.cphodal!es-
#
<f1r.P3.12;H>      oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin-
<f1r.P3.12;N>      oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin-
<f1r.P3.12;U>      oksho.kshoy.otairin.oteol.okan.shodain.sckhey.daiin-
#
<f1r.P3.13;H>      shoy.ckhey.kodaiin.cphy.cphodaiils.cthey.she.oldain.d!-
<f1r.P3.13;N>      shoy.ckhey.kodaiin.cphy.cphodaiils.cthey.she.oldain.d!-
<f1r.P3.13;U>      shoy.ckhey.kodaiin.cphy.cphoda**ls.cthey.shy.oldain.d*-
#
<f1r.P3.14;H>      dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod!-
<f1r.P3.14;N>      dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod!-
<f1r.P3.14;U>      dain.oiin.chol.odaiin.chodain.chdy.okain.d*n.cthy.kod*-
#
<f1r.P3.15;H>      daiin.shckhey.cKeor.chor.shey.kol.chol.chol.kor.chal-
<f1r.P3.15;N>      daiin.shckhey.ck!!!!eor.chor.shey.kol.chol.chol.kor.chal-
<f1r.P3.15;U>      daiin.shckhey.ck!!!!hor.chor.shey.kol.chol.chol.kor.chol-
#
<f1r.P3.16;H>      sho.chol.sh!odan.kshy.kchy.dor.chodaiin.sho.kchom-
<f1r.P3.16;N>      sho.chol.sh!odan.kshy.kchy.dor.chodaiin.sho.kchom-
<f1r.P3.16;U>      sho.chol.sh!odan.kshy.kchy.dor.chodaiin.sho.keeam-
#
<f1r.P3.17;H>      ycho.tchey.chokain.sheo.pshol.dydyd.cthy.daicthy-
<f1r.P3.17;N>      ycho.tchey.chokain.sheo.pshol.dydyd.cthy.daicthy-
<f1r.P3.17;U>      ycho.tchey.chetain.sheo.pshol.dydyd.cthy.daicthy-
#
<f1r.P3.18;H>      yto.shol.she.kodshey.cphealy.das!ain.dain.ckhyds-
<f1r.P3.18;N>      yto.shol.she.kodshey.cphealy.das.ain.dain.ckhyds-
<f1r.P3.18;U>      yto.shol.shy.kodshey.cphealy.dar!ain.dain.ckhyd*-
#
<f1r.P3.19;H>      dchar.shcthaiin.okaiir.chey.rchy.!potol.cthols.dlocTa-
<f1r.P3.19;N>      dchar.shcthaiin.okaiir.chey.*chy.!!!tol.cthols.dloct!!!!a-
<f1r.P3.19;U>      dchar.shcthaiin.okaiir.chey.*chy.*p*tol.cthols.d*oct!!!!*-
#
<f1r.P3.20;H>      shok.chor.chey.dain.ckhey=
<f1r.P3.20;N>      shok.chor.chey.dain.ckhey=
<f1r.P3.20;X>      shok.chor.chey.dain.ckhoy=
<f1r.P3.20;U>      shok.chor.chey.dain.ckhey=
#
## <f1r.T3> {}
# title 3
# Last edited on 1998-12-06 12:47:59 by stolfi
#
# "X" transcription by Denis Mardle
# "N" transcription by G. Landini (EVA alphabet page), uncapitalized.
# "U" transcription by J. Stolfi from scanned image.
#
<f1r.T3.21;H>      otol.daiiin=
<f1r.T3.21;N>      otol.daiiin=
<f1r.T3.21;X>      otol.daiiin=
<f1r.T3.21;U>      otol.daiiin=
#
## <f1r.P4> {}
# text - parag 4
# Last edited on 1998-12-12 13:50:58 by stolfi
#
# "X" transcription by Denis Mardle
# "N" transcription by G. Landini (EVA alphabet page), uncapitalized.
# "U" transcription by J. Stolfi from scanned image.
#
<f1r.P4.22;H>      cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.d*-
<f1r.P4.22;N>      cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.d*-
<f1r.P4.22;U>      cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.cha!ro!d*-
#
<f1r.P4.23;H>      *doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-
<f1r.P4.23;N>      *doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-
<f1r.P4.23;U>      ydoin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar.**-
#
<f1r.P4.24;H>      !cho*!o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-
<f1r.P4.24;N>      !cho.*o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-
<f1r.P4.24;U>      !cho*!o.kaiin.sh*aiin.okol.daiin.far.cthol.daiin.ctholdar-
#
<f1r.P4.25;H>      ycheey.oka!y.oky.daiin.okchey.k!okaiin.**chol.k**chy.dal-
<f1r.P4.25;N>      ycheey.oka!y.oky.daiin.okchey.k!okaiin.**chol.k**chy.dal-
<f1r.P4.25;U>      ocheey.ok*!*.oky.daiin.okchey.k!okaiin.*!chol.ka*ch*.dal-
#
<f1r.P4.26;H>      d*eeo.shody.koshey.cthy.ok!chey.keey.keey.dal.chtor-
<f1r.P4.26;N>      d*eeo.shody.koshey.cthy.ok.chey.keey.keey.dal.chtor-
<f1r.P4.26;U>      dcheo.shody.kochey.cthy.ok!chey.keey.keey.dal.chtor-
#
<f1r.P4.27;H>      !*eo!.chol.chok.choty.chotey=
<f1r.P4.27;N>      e*eo!.chol.chok.choty.chotey=
<f1r.P4.27;X>      ch!o!.chol.chok.choty.chotey=
<f1r.P4.27;U>      cheor.chol.chok.choty.chotey=
#
## <f1r.T4> {}
# title 4
# Last edited on 1998-12-08 08:01:12 by stolfi
#
# "X" transcription by Denis Mardle
# "N" transcription by G. Landini (EVA alphabet page), uncapitalized.
# "U" transcription by J. Stolfi from scanned image.
#
<f1r.T4.28;H>      dchaiin=
<f1r.T4.28;N>      dchaiin=
<f1r.T4.28;X>      dchaiin=
<f1r.T4.28;U>      dchaiin=
#
## <f1r.L> {}
# Column of Voynichese letters in right margin
# Last edited on 1998-10-09 18:21:15 by stolfi
#
# "J" transcription posted by Jim Reeds [15 Jul 94] to the
# mailing list, entered here by J. Stolfi.
#
# Probably extraneous writing by would-be decipherer.
#
#
#
#
#
#
#
#
#
# not sure if "J" was present:
# <f1r.L.10;J>       {J}*{i}=
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
<f1v>              {$I=H $Q=A $P=B $L=A $H=1}
# Last edited on 1998-10-10 03:11:09 by stolfi
#
# Identification:
#
#   Title: "Petersen's belladonna"
#   Page: f1v = AB (Rene) = p002 (Stolfi)
#   Folio: f1
#   Panels: f1v
#   Bifolio: bA1 = f1+f8
#   Quire: A (Rene) = I (Beinecke)
#
# Attributes:
#
#   Language: A (Currier)
#   Hand: 1 (Currier)
#   Subsets: H (Rene), hea (Stolfi)
#   Subject: herbal
#   Petersen's plant 1
#   Colors: green,tan (Reeds)
#   Plant: 1 (Petersen)
#
# Description:
#
#   One plant centered on page.
#
#     Root: a knobby, warped, pancanke-like tuber with
#       short roots attached like claws or fangs
#       all around the rim. Light color.
#     Stem: thick, well drawn. Light color.
#     Branches: one straight up, two oblique with drooping tips.
#     Leaves: broad lance-shape, with two short tails.
#       Stalk: short.
#     Flowers: one, growing at the tip of the center branch.
#       Stalk: very short.  Chalyx:
#       conical, continuous with petals.  Petals: short rounded,
#       light-colored.  Core: hemispherical, dark-colored
#       (could be a berry; see below).
#
#   Two paragraphs (with 3.8 and 5.8 lines), just below mid-page,
#   left- and right-justified, interrupted by the plant's main stem.
#
# Comments:
#
#   Part of this drawing (root and leaves only) is repeated on
#   Pharma page f102r1[3,2].
#
#   The plant looks basically normal, except for the very peculiar
#   root.
#
#   Petersen identifies the plant as "Solanum Solatrium, Belladonna"
#   specifically the "flower".  He says: "see L.Fuchs p.398".  There is
#   no "Solanum solatrium"; rather, "solatrium" is an ancient
#   (Dioscoridean) name for some or all of these species:
#
#     Atropa Belladona  (deadly nightshade)
#     http://www.mobot.org/MOBOT/research/library/kohler/1763_010.jpg
#     http://130.60.70.1/GIFTDB/pict_02.htm
#
#     Hyoscyamus niger (henbane)
#     http://www.mobot.org/MOBOT/research/library/kohler/1763_011.jpg
#     http://www.lysator.liu.se/runeberg/nordflor/110.html
#
#     Solanum nigrum (black nightshade)
#     http://axp.ipm.ucdavis.edu/PMG/WEEDS/black_nightshade.html
#
#     Solanum dulcamara (bittersweet)
#     http://cal.vet.upenn.edu/poison/ppstsleurop.htm
#     http://www.lysator.liu.se/runeberg/nordflor/109.html
#
#   and perhaps other somewhat less likely species such as Withania
#   somnifera and Physalis alkekengi.
#
#   The leaves of f1v seem most compatible those of Atropa belladonna
#   (shape) and Hyoscyamus niger (attachment to stem), and the "flower"
#   at the top of f1v does resemble the sheathed, shiny black fruits of
#   these two species.
#
#   However, A.beladonna's root has been described as a roundish rhizome
#   with a long (up to 1m) tapering root, which does not seem to match
#   the highly distinctive "pancake with claws" of f1v.  I have found no
#   image or description of the other plants' roots.
#
#   A very similar root, with quite different leaves, can be seen on
#   another Italian herbal:
#   University of Vermont Library MS 2, fol. 39 (ca. 1500)
#   http://www.library.ucla.edu/libraries/biomed/his/immi/vm9437.htm
#   The medieval text calls that plant "Gran[i]a maggiore".
#   The modern commentary tentatively identifies it with
#   Ecballium elaterium (Squirting Cucumber),
#   http://www.csdl.tamu.edu/FLORA/mi10/mi10043.jpg
#   However the leaves do not match, and the flower barely so.
#   I have found no image or description of E.elaterium's roots.
#
#   All four plants are poisonous in varying degrees. The active
#   principles can be absorbed by smoking or through the skin as well as
#   by ingestion.  They were used as potent psychoactive drugs, causing
#   paralysis of involuntary muscles, dizziness, sleep, hallucinations,
#   violent behavior, etc., and have been often associated with
#   witchcraft.
#
## <f1v.P> {}
# text
# Last edited on 1998-12-11 12:26:13 by stolfi
#
<f1v.P.1;H>        kchsy.chadaiin.ol-.{plant}oltchey.char.cfhar.am-
#
<f1v.P.2;H>        yteeay.char.or.ochy-.{plant}dcho.lkody.okodar.chody-
#
<f1v.P.3;H>        d!o.ckhy.ckho.ckhy.shy-.{plant}dksheey.cthy.kotchody.dal-
#
<f1v.P.4;H>        dol.chokeo.dair.dam-.{plant}sochey.chokody=
#
<f1v.P.5;H>        potoy.shol.dair.cphoal-.{plant}dar.chey.tody.otoaiin.shoshy-
#
<f1v.P.6;H>        choky.chol.cthol.shol.okal-.{plant}dolchey.chodo.lol.chy.cthy-
#
<f1v.P.7;H>        qo.ol.choeee.cheol.dol.cthey-.{plant}ykol.dol.dolo.ykol.do.l!ch!!ody-
#
<f1v.P.8;H>        okol.shol.kol.kechy.chol.ky-.{plant}chol.cthol.chody.chol.daiin-
#
<f1v.P.9;H>        shor.okol.chol.dol.ky.dar-.{plant}shol.dchor.otcho.dar.shody-
#
<f1v.P.10;H>       taor.chotchey.dal.chody-.{plant}schody.pol.chodar=
#
<f2r>              {$I=H $Q=A $P=C $L=A $H=1}
# Last edited on 1998-10-09 00:46:36 by stolfi
#
# Identification:
#
#   Title: "Petersen's cornflower"
#   Page: f2r = AC (Rene) = p003 (Stolfi)
#   Folio: f2
#   Panels: f2r
#   Bifolio: bA2 = f2+f7
#   Quire: A (Rene) = I (Beinecke)
#
# Attributes:
#
#   Language: A (Currier)
#   Hand: 1 (Currier)
#   Subsets: H (Rene), hea (Stolfi)
#   Subject: herbal
#   Plant: 2 (Petersen)
#   Colors: green,red (Reeds)
#   Plant: 2 (Petersen)
#
# Description:
#
#   One plant centered on page.
#
#     Root: left-right symmetrical, planar, looking sort of like
#       headless stick man with outstretched arms and gripping hands.
#       Overpainted with dark color.
#     Stem: short and thin.
#     Branches: two main ones, almost upright, slightly bent.
#       Irregular thickness, awkward shape (cf. top right leaf).
#       Light-clored with a dark vein grossly painted along the middle.
#     Leaves: Dark overpaint, shaped like a triangular fan with five
#       lanceolated fingers. Stalk: medium length, looks like a branch.
#     Flowers: three, on tip of main branch.
#       Stalk: longish, looks like a branch.  Chalyx: an oblong oval
#       sweelling at end of stalk, partial dark overpaint.  Petals: many,
#       narrow and long; the flower looks like a shaving brush.  Core:
#       hidden by petals.
#
#   Two paragraphs (with 6.4 and 5.4 lines), left- and rightjustified:
#   one at the top, slightly narrower, interrupted by three flowers;
#   and one near the bottom, interrupted by two branches.
#
# Comments:
#
#   The root looks rather strange, the stems and leaves are
#   somewhat awkward, but the flowers look normal.
#
#   Petersen tentative identification is "cyanus segetum, cornflower
#   (caeruleus) (cf 153)".  That must be
#
#     Centaurea_cyanus (cornflower,fiodaliso;bluet,kornblume)
#     http://www.lysator.liu.se/runeberg/nordflor/7.html
#
#   The flower shape and branching pattern seem to match fairly well.
#   However, those features are not very specific. [What about color?]
#   Also, the leaves of Centaurea cyanus are long and thin, with
#   smooth edges or a few very shallow teeth, attached directly to the
#   stem; quite unlike those of f2r.
#
#   Infusions of Centaurea cyanus were once used as a febrifugue
#   (whole plant) and eye wash (flowers only).
#
## <f2r.P> {}
# text
# Last edited on 1998-12-12 13:51:24 by stolfi
#
<f2r.P.1;H>        kydainy.ypchol.daiin.otchal-.{plant}ypchaiin.ckholsy-.{plant}
#
<f2r.P.2;H>        dorchory-.{plant}chkar.s-.{plant}shor.cthy.cth!-
#
<f2r.P.3;H>        qotaiin-.{plant}cthey.y-.{plant}chor.chy.ydy-.{plant}chaiin-
#
<f2r.P.4;H>        chaindy-.{plant}chtod.dy-.{plant}cphy.dal!s-.{plant}chokaiin.d-
#
<f2r.P.5;H>        otochor.al-.{plant}shodaiin-.{plant}chol.!dan-.{plant}ytchaiin.dan-
#
<f2r.P.6;H>        saiin.daind-.{plant}d!kol.sor-.{plant}ytoldy-.{plant}dchol.dchy.cthy-
#
<f2r.P.7;H>        shor.ckhy.daiiny-.{plant}chol.dan=.{plant}
#
<f2r.P.8;H>        kydain.shaiin.qoy.s.shol.fodan-.{plant}yksh.olsheey.daiildy-
#
<f2r.P.9;H>        dlssho.kol.sheey.qokey.ykody.so-.{plant}chol.yky.dain.daiirol-
#
<f2r.P.10;H>       qoky.cholaiin.shol.sheky.daiin-.{plant}cthey.keol.s!aiin.saiin-
#
<f2r.P.11;H>       ychain.dal.chy.dalor.shan.dan-.{plant}olsaiin.sheey.ckhor-
#
<f2r.P.12;H>       okol.chy.chor.cthor.yor.an.chan-.{plant}saiin.chety.chyky.sal-
#
<f2r.P.13;H>       sho.ykeey.chey.daiin.chcthy=
#
## <f2r.L> {}
# label on plant
# Last edited on 1998-12-25 06:54:39 by stolfi
#
# "U" transcription by J. Stolfi from scanned image
#
<f2r.L.1;U>        ytoain=
<f2v>              {$I=H $Q=A $P=D $L=A $H=1}
# Last edited on 1998-10-09 00:49:47 by stolfi
#
# Identification:
#
#   Title: "Water lily"
#   Page: f2v = AD (Rene) = p004 (Stolfi)
#   Folio: f2
#   Panels: f2v
#   Bifolio: bA2 = f2+f7
#   Quire: A (Rene) = I (Beinecke)
#
# Attributes:
#
#   Language: A (Currier)
#   Hand: 1 (Currier)
#   Subsets: H (Rene), hea (Stolfi)
#   Subject: herbal
#   Plant: 3 (Petersen)
#   Colors: green (Reeds)
#
# Description:
#
#   One plant centered on page.
#
#     Root: long straight rhizome, covered with scales or round stalk scars.
#     Stem: single, vertical, slightly bent, shooting out from middle
#       of rhizome; dark painted.
#     Branches: there is the stub of a lost branch at mid-stalk.
#     Leaves: a single large leaf, horizontal, shaped like a very fat C,
#       with smooth rim. Painted solid dark.
#       Stalk: short.
#     Flowers: one white flower, pointing almost straight up.
#       Stalk: long, light colored, with a darker vein; part of it
#       obscured by leaf which should be behind it.  Chalyx: well-drawn,
#       with thick tongue-shaped sepals, light colored.  Petals:
#       well-drawn, flaring, lily shaped, serrated edges, white
#       underpaint.  Core: not visible.  Stamen: long, with a few short
#       hairs.
#
#   Two paragraphs (with lines, respectively), left- and
#   right-justified: one at the top, interrupted by the single flower,
#   and one just below mid-page, interrupted by the main stem.
#
# Comments:
#
#   The plant looks quite natural and well-drawn.
#
#   Presumably, the flower stem was in front of the leaf in the
#   original drawing; but the dark overpaint covered it. The original
#   outline of the leaf may have been obscured, too.
#
#   The leaf shape suggests it is a water plant. With that assumption,
#   the choices are quite few. Rene suggested
#
#     Nymphaea candida (a.k.a. Nymphaea alba; water lily, seerose)
#     http://www.lysator.liu.se/runeberg/nordflor/pics/181.jpg
#
#
## <f2v.P> {}
# text
# Last edited on 1998-12-06 13:00:34 by stolfi
#
<f2v.P.1;H>        kooiin.cheo.pchor.otaiin.o.dain.chor-.{plant}dair.shty-
<f2v.P.1;U>        kaoiin.cheo.pchor.otaiin.o!dain.chor-.{plant}dair.shty-
#
<f2v.P.2;H>        kcho.kchy.sho.shol.qotcho.loeees.qoty-.{plant}chor.daiin-
<f2v.P.2;U>        kch*.kchy.sho.shol.qotsho.loeees.qoty-.{plant}chor.daiin-
#
<f2v.P.3;H>        otchy.chor.lshy.chol.chody.chodain-.{plant}chcthy.daiin-
<f2v.P.3;U>        otchy.chor.lshy.chol.chody.shodain-.{plant}chcthy.daiin-
#
<f2v.P.4;H>        sho.cholo.cheor.chodaiin=
<f2v.P.4;U>        sho.cholo.cheor.chodaiin=
#
<f2v.P.5;H>        kchor.shy.daiiin.chckhoy-.{plant}s.shey.dor.chol.daiin-
<f2v.P.5;U>        kchor.shy.daiiin.chck!om-.{plant}s!shey.dor.chol.daiin-
#
<f2v.P.6;H>        dor.chol.chor.chol.keol.chy.chty-.{plant}daiin.otchor.chan-
<f2v.P.6;U>        dor.chol.chor.chol.keol.chy.chty-.{plant}daiin.otchor.chan-
#
<f2v.P.7;H>        daiin.chotchey.qoteeey.chokeos-.{plant}chees.chr.cheaiin-
<f2v.P.7;U>        daiin.chotchey.qotchey.chokeos-.{plant}chees.chr.cheaiin-
#
<f2v.P.8;H>        chokoishe.chor.cheol.chol.dolody=.{plant}
<f2v.P.8;U>        chokolshe.chor.cheol.chol.dolody=.{plant}
#
<f3r>              {$I=H $Q=A $P=E $L=A $H=1}
# Last edited on 1998-10-09 00:51:40 by stolfi
#
# Identification:
#
#   Title: ???
#   Page: f3r = AE (Rene) = p005 (Stolfi)
#   Folio: f3
#   Panels: f3r
#   Bifolio: bA3 = f3+f6
#   Quire: A (Rene) = I (Beinecke)
#
# Attributes:
#
#   Language: A (Currier)
#   Hand: 1 (Currier)
#   Subsets: H (Rene), hea (Stolfi)
#   Subject: herbal
#   Colors: green,red (Reeds)
#
# Description:
#
#   One plant, flush against the right margin.
#
#     Roots: a bunch of unbranched tentacle-like roots radiating from
#       the stem's base. Light colored, partial dark overpaint.
#     Stem: rather thick, bent. Light colored, dark overpainted stripe (shadow) along
#       its left side.
#     Branches: none.
#     Leaves: lance-shaped with an S bend, very dense,
#       growing straight off the stem on both sides, each partially covering
#       the previous one. Stem ends with one unpaired leaf. Light colored,
#       with a dark-painted shadow on the bottom of each leaf, and
#       a dotted line just inside the leaf's rim.
#     Flowers: none.
#
#   Four paragraphs (with 9.5, 3.5, 2.7, and 2.8 lines): a longer one
#   at the top, and three short ones just below mid-page. The first
#   two are left-justified and follow the plant's outline on the
#   right. The last two are left- and right-justified, and interrupted
#   by the main stem.
#
# Comments:
#
#   The plant looks strange because of the dense leaves Perhaps they
#   are actually the sheaths of leafstalks, badly drawn? Perhaps the
#   dots along the leaf rim are short spines?
#
## <f3r.P> {}
# text
# Last edited on 1998-12-06 13:03:28 by stolfi
#
<f3r.P.1;H>        tsheos.qopal.chol.cthol.daimm-
#
<f3r.P.2;H>        ycheor.chor.dam.qotcham.cham-.{plant}
#
<f3r.P.3;H>        ochor.qocheor.chol.daiin.cthy-.{plant}
#
<f3r.P.4;H>        schey.chor.chal.cham.cham.cho-.{plant}
#
<f3r.P.5;H>        qokol.chololy.s.cham.cthol-.{plant}
#
<f3r.P.6;H>        ychtaiin.chor.cthom.otal.dam-.{plant}
#
<f3r.P.7;H>        otchol.qodaiin.chom.shom.damo-.{plant}
#
<f3r.P.8;H>        ysheor.chor.chol.oky.damo-.{plant}
#
