_id,idpalabra,letra,palabra,descripcion
84,84,A,abrazar,nauateki
85,85,A,abrazo,napalolistli
86,86,A,abrego,amilpampa ejekatl
87,87,A,abrelatas,tepostlapoani
88,88,A,abreviado,tlailochtili
89,89,A,abreviar,ilochtia
90,90,A,abreviatura,tlailochtilistli
91,91,A,abrigado,tlaekatsakuilili
92,92,A,abrigarse,eka
93,93,A,abrigo,netlakentilistli
94,94,A,abril,abrili 
95,95,A,abrir  la boca,kamacholoa
96,96,A,abrir la mano,malpatsoa
97,97,A,abrir los ojos,ixaya
98,98,A,abrochado,tlatlapili
99,99,A,abrochar,tlapia
100,100,A,abrotoñar,xochilia
101,101,A,absceso,temalotl
102,102,A,absoluto,nouanyotl
103,103,A,abstinencia,saualistli
104,104,A,abuela,sijtli
105,105,A,abuelo,itajhuehuej
106,106,A,abuelos,koluakan
107,107,A,abuhado,aatenki
108,108,A,abundancia,axkauilistli
109,109,A,abundancia,tlatsotlakilistli
110,110,A,abundante,axkauak
111,111,A,abundar,axkauia
112,112,A,aburrido,atlauinani
113,113,A,acabar,tsopa
114,114,A,acabar,yakauki
115,115,A,academia,toltekali
116,116,A,acaecer,mochiua
117,117,A,acajuatla ,akaxotlan
118,118,A,acamaya,akamayatl
119,119,A,acampanado,tanatik
120,120,A,acanalado,uakaltik
121,121,A,acanalar,akaloa
122,122,A,acantilado ,akueskomatl
123,123,A,acantiliado de mar,xaxamakatimani
124,124,A,acaparado,semanali
125,125,A,acaparador,semanani
126,126,A,acaparamiento,semanalistli
127,127,A,"acaparar, almacenar",semana
128,128,A,"acaponeta , nayarit",akapolnetlan
129,129,A,acapulco,akapolko
130,130,A,acapulqueño,akapolkatl
131,131,A,acariciar,mataka
132,132,A,acarrear,saka
133,133,A,acarreo,sakalistli
134,134,A,acaso,aso san
135,135,A,acaso,kuix
136,136,A,acatar,ixtilia
137,137,A,acatolico,tlalnetokini
138,138,A,acatzingo,akatsinko
139,139,A,acaudillar,nitemana
140,140,A,acayuca,akayokan
141,141,A,acceso,kalokoayan
142,142,A,acceso a la ciudad,altepekalokoayan
143,143,A,accesorio,tlakakoskatl
144,144,A,accesorio personal,tlakatlamantli
145,145,A,acedarse,xokoya
146,146,A,acedera,tepexokoyoli
147,147,A,aceleracion,nemosiuilistli
148,148,A,acelerar,akaninotlalia
149,149,A,acelote,tlaloselotl
150,150,A,acemila,yolitl
151,151,A,aceptar,ixitta
152,152,A,acequia,akalojtli
153,153,A,acerca de ,yanon
154,154,A,acercamiento,axitialistli
155,155,A,acercar,asitlania
156,156,A,acercarse,maxitia
157,157,A,acero,ueytepostli
158,158,A,acertado,tlapantili
159,159,A,acertar,ipantilia
160,160,A,achacoso,anotstlani
161,161,A,achiote,achiotl
162,162,A,"acierto , dicha ",tlaipantilistli
163,163,A,acocote,akokotli
164,164,A,acolman ,akolmán
165,165,A,acomedido,mokuini
166,166,A,acomodarse,aki
167,167,A,acompañado,tlatlayeloak
168,168,A,acompañamiento,tetlayelistli
169,169,A,acompañante,ontekauani
170,170,A,acompañar,tlanika
171,171,A,acongojado,tetlokoli
172,172,A,acongojar,tlokoltia
173,173,A,aconsejado,tlatolnamiktli
174,174,A,aconsejar,tlajtolnamiki
175,175,A,acordar,tlanamiki
176,176,A,acordarse,tlalnamiki
177,177,A,acordeon,akordioni
178,178,A,acosado,tlaisiuitili
179,179,A,acoso,tlasijiuilistli
180,180,A,acostado,motekak
181,181,A,acostarse,koliui
182,182,A,acostumbrado,tiknemitili
183,183,A,acostumbrar,tiknemitia: acostumbrar
184,184,A,acrco toral,tekuloli
185,185,A,acrecentar,piluilia
186,186,A,acribillar,totopotsa
187,187,A,acropolis,akopaltepet
188,188,A,activo,aini
189,189,A,acto,ainilistli
190,190,A,acto lesbico,petlasiuayotl
191,191,A,actopan hidalgo,atokpan
192,192,A,actualmente,axkanistika
193,193,A,actuar,ixeuayilia
194,194,A,acuarela,tetlapali
195,195,A,acuarelas,kuautlapaloni
196,196,A,acuario,auakoyan
197,197,A,acuatido,aki
198,198,A,acuchillar,teposmakuauuia
199,199,A,"acudir, recirrir",uelamati
200,200,A,acueducto,anxelin
201,201,A,acuerdo,tlanemililistli
202,202,A,"acumular, henchir",potsoa
203,203,A,acusacion,tlateixpauilistli
204,204,A,acusado,tlateixpauili
205,205,A,acusante,teteixpauiani
206,206,A,acusar,teixpouilia
207,207,A,adaptador,yaitlayolo
208,208,A,adeherir,tsitsini
209,209,A,adelantar,tototsa
210,210,A,adelante,oknepan
211,211,A,adelgazado,tlakanautli
212,212,A,adelgazamiento,tlanauilistli
213,213,A,adelgazar,tlakanaua
214,214,A,ademas,le
215,215,A,adentro,tlajtek
216,216,A,aderezado,tlachichiuali
217,217,A,aderezado,tlaixamili
218,218,A,aderezo,tlachichiualistli
219,219,A,"adicionar, sumar",setilia
220,220,A,adiestrado,tlayakatentli
221,221,A,adiestrar,yakana
222,222,A,adinerado,tominyi
223,223,A,adios,anej
224,224,A,adivianza,sasanilistli
225,225,A,adivinanza,tlakanenkistli
226,226,A,adivinar,tlachixki 
227,227,A,adivino e la tierra,tetlamatsin
228,228,A,adivino ,tlachixki
229,229,A,adjetivo,tlajtouali
230,230,A,adjudicado,tetechtili: adjudicado
231,231,A,adjudicar,techtia
232,232,A,adjudicarse,techtilia
233,233,A,administar,pixkua
234,234,A,administracion,tetlamamakilistli
235,235,A,administrador,pouani
236,236,A,administrar,tlamachia
237,237,A,administrativo,tetlamamakili
238,238,A,admirable,mauitstik
239,239,A,admiracion,tlamatsauilistli
240,240,A,admirar,itsauia
241,241,A,admitido,tlaselili
242,242,A,admitir,uelkaktia
243,243,A,adobar,tlachichia
244,244,A,adobe,xakamitl
245,245,A,adobo ,tlachichitl
246,246,A,adolecencia,okichpilkayotl
247,247,A,adolecencia femenina,ichpokatepitonkayotl
248,248,A,adolorido,texiutlati
249,249,A,adopcion,netepitsintilistli
250,250,A,adoptado,netepitsintili
251,251,A,adoptar,piltsintia
252,252,A,adorable,neteotiloani
253,253,A,adoracion,neteotilistli
254,254,A,adorar,teotia
255,255,A,adormecer,kochtia
256,256,A,adormecido,tekochtektli
257,257,A,adormecimiento,tekochtekalistli
258,258,A,adornado,tlasenkaualistli
259,259,A,adorno,tlasenkauyotl
260,260,A,adorno de papel,amaneapanali
261,261,A,aduana,kalixkuakali
262,262,A,adueñar,axkatia
263,263,A,adulterio,tetlaximalistli
264,264,A,adultero,tlaxinki
265,265,A,adulto,ueueyi
266,266,A,adultos,ueueyimej
267,267,A,"advertir, contar",nonotsa
268,268,A,adviento,ualalistli
269,269,A,aerolito,sitlalminatetl
270,270,A,afabilidad,ekpiltikayotl
271,271,A,afamar,teneua
272,272,A,afeitar,xaua
273,273,A,afeite,xauali
274,274,A,afganistan,afgania
275,275,A,afgano,afganekatl
276,276,A,aficionado,itechmomaki
277,277,A,afilado,tenitstik
278,278,A,afilar,tentia
279,279,A,afirmacion,igahua
280,280,A,afirmar,toua
281,281,A,afliccion,eleli
282,282,A,aflojado,cacaxacti
283,283,A,aflojar,caxani
284,284,A,afonico,itsauakak
285,285,A,africa,afrika
286,286,A,africano ,afrikanekatl
287,287,A,afuera,cueraj
288,288,A,agachado,pixtok
289,289,A,agachar,ayeutiuetsi
290,290,A,agalla,nakaskolotl
291,291,A,agalla de carrizo ,akatemetl
292,292,A,agallina de agua,atotolin
293,293,A,agarrar,aana
294,294,A,agarrarse,kitskia
295,295,A,agata,xikalchalchiuitl
296,296,A,agave,ixtli
297,297,A,agave azul,texometl
298,298,A,agitacion,tlanelolistli
299,299,A,agitador,etsonki
300,300,A,agitar,cayachohua
301,301,A,aglomerado,uipani
302,302,A,aglomerar,uipana
303,303,A,agonia,nemosiuilistli
304,304,A,agonizar,atlasa
305,305,A,agosto,agoxto
306,306,A,agotamiento,auatsalistli
307,307,A,agotar,auatsi
308,308,A,agradable,semele
309,309,A,agradecer,tlasojkamati
310,310,A,agradecido,tlasojkamatili
311,311,A,agradecimiento,tlasojkamatilistli
312,312,A,agricola,milakayo
313,313,A,agricultor,milpixki
314,314,A,agricultura,milakayotl
315,315,A,"agrio, acido",xokok
316,316,A,agrupacion,ololouistli
317,317,A,agrupar,ololoua
318,318,A,"agrura, acidez",xokolistli
319,319,A,agua,aa
320,320,A,agua caliente,atotonki
321,321,A,agua de frutas,xokoatl
322,322,A,agua de nixtamal,nexayotl
323,323,A,agua encharcada,atekochatl
324,324,A,agua estancada,apolatl
325,325,A,agua fria,asesek
326,326,A,agua mineral,ameyalatl
327,327,A,agua oxigenada,aayolistli 
328,328,A,agua potable,yekatl
329,329,A,agua puerificada,achipauatl
330,330,A,agua salada,poyekatl
331,331,A,agua salitrosa,tekixkiatl
332,332,A,agua sucia,atsoatl
333,333,A,agua termal,atotonili
334,334,A,agua turbia,tesatl
335,335,A,aguacate,auakatli
336,336,A,aguacate grande,pauatl
337,337,A,aguacatero,auakakuauitl
338,338,A,aguacates,auakatin
339,339,A,aguado,apaltik
340,340,A,aguador,amakak
341,341,A,aguamiel,ayonekutli
342,342,A,aguanieve,asetl
343,343,A,aguardar,pielia
344,344,A,aguardiente,atletl
345,345,A,aguascalientes,aguaskalientes
346,346,A,aguautle,auautli
347,347,A,agudo,tenatik
348,348,A,agüero ,tetsautli
349,349,A,aguidez,tenakkayotl
350,350,A,aguijon,itzinmimayo
351,351,A,aguila,koamichin
352,352,A,aguila arpia,tekolokuautli
353,353,A,aguila quebrantahuesos,tlekuautli
354,354,A,aguila real,ketsalkuautli
355,355,A,aguila solitaria,tlilkuautli
356,356,A,aguilucho,kuaukonetl
357,357,A,aguja,koyolomil
358,358,A,agujerado,koyoktik
359,359,A,agujerito,tlakoyokton
360,360,A,agujero,kalaktli
361,361,A,agusanado,tlaokuili
362,362,A,agusanar,okuilia
363,363,A,agustino,agustín teopixki
364,364,A,ahí,onkan
365,365,A,ahijada,siuakomkonetl
366,366,A,ahijado,iyixhuiyo
367,367,A,ahogado,amikkatl
368,368,A,ahogar,atlamiki
369,369,A,ahogarse,atlaua
370,370,A,ahora,axan
371,371,A,ahora mismo,niman axkan
372,372,A,ahorcado,tlamekanili
373,373,A,ahorcar,mekania
374,374,A,ahorrador,tlatlakuittani
375,375,A,ahorrar,tlakuitta
376,376,A,ahorro,tlatlakuittalistli
377,377,A,ahuacatlan,auakatlan
378,378,A,ahuachapan,auachanpan
379,379,A,ahuecado,tepantli
380,380,A,ahuehuete,aueuetl
381,381,A,ahuitzotl gobierno  de tenochtitlan,auitsotl
382,382,A,ahumado,pochetik
383,383,A,ahumar,pocheua
384,384,A,ahuyentar,ixpeui
385,385,A,aire,ejeca
386,386,A,aire caliente,ejekatotonik
387,387,A,aire fresco,ejekasesek
388,388,A,aislado,anakmosatlani 
389,389,A,aislar,atsakua
390,390,A,ajacuba hidalgo,axakopan
391,391,A,ajecutar,aitia
392,392,A,ajedrez,kuapatoli
393,393,A,ajeno,tetlatkini
394,394,A,ajo,kosnakatl
395,395,A,ajoloapan,axoloapan
396,396,A,ajolote,axolotl
397,397,A,ajonjoli,axoli
398,398,A,ajusco,axochiko
399,399,A,ajustar,namiki
400,400,A,al dia siguiente,imostlatika
401,401,A,al lado de,inacastan
402,402,A,al lado derecho,iyecama
403,403,A,"al lado, aun lado",tlan
404,404,A,al menos por lo menos,nenkayotl
405,405,A,al momento ,achitonka
406,406,A,al monte ,cuahujti
407,407,A,al norte,amiktlampa
408,408,A,al oriente,tlaukopa
409,409,A,al otro lado,sentlapa
410,410,A,al otro lado de ,iyican
411,411,A,al otro lado del camino,nepa ojtli
412,412,A,al reves,itepotztajpa
413,413,A,al sur,iuitstlampa
414,414,A,ala,atlapali
415,415,A,alabanza,teokuikatl
416,416,A,alabar,teneua
417,417,A,alabastro,tekali
418,418,A,alacran,colo
419,419,A,alacranes,kokolo
420,420,A,alado,astitok
421,421,A,alambre,mekatepostli
422,422,A,alamo blanco,akuauitl
423,423,A,alamo canadiense,koskuauitl
424,424,A,alarife,kalketski
425,425,A,alas,asmej
426,426,A,alaska,alaskak
427,427,A,albanes ,albanekatl
428,428,A,albañil,kalchiuki
429,429,A,alberca,atekaxmatemaloyan
430,430,A,albergar,selia
431,431,A,albino,tlakatastali
432,432,A,alborotador,akomanani
433,433,A,alborotar,akomana
434,434,A,alboroto,akomanalistli
435,435,A,alboroto del agua,atlanonotsali
436,436,A,albur,patolsasanili
437,437,A,alburgue,tesililoyan
438,438,A,alcahuete,tetlanochili
439,439,A,alcaldesa,altepesiuatlajtoani
440,440,A,alcance,aiuteittalistli
441,441,A,alcanfor,anakuauitl
442,442,A,alcanzar,asi
443,443,A,alce,masamistli
444,444,A,alcohol,techichik
445,445,A,alcoholico,techiuikki
446,446,A,alcornoque,auasonektli
447,447,A,alecena,kuautlauankali
448,448,A,alegrar,yolpaki
449,449,A,alegrar a otro,pakilia
450,450,A,"alegre, contento",aauiani 
451,451,A,alegria,paktli
452,452,A,alejandria,kakaloxochitl
453,453,A,alemán,teutontekatl
454,454,A,alemania,teutotitlan
455,455,A,alero,calnacastan
456,456,A,aletear,papantlaka
457,457,A,alfabeta,amoxmatki
458,458,A,alfabetizar,machiotlajtoa
459,459,A,alfabeto,machiotlajtololistli
460,460,A,alfabeto ortografico,tlakuilolmachiotlajtoli
461,461,A,alfarero,tepalkatekatl
462,462,A,alfil,yaokuachpanitki
463,463,A,alfiler,tilmasoani
464,464,A,alfombra,palpetlatl
465,465,A,alga lacustre,apaxtli
466,466,A,alga lacustre,atexontli
467,467,A,algo,itla
468,468,A,algo mas,okse tlamantli
469,469,A,algo tostado,ixtahuatzal
470,470,A,"algo, mas ",achi
471,471,A,algodón,ichca
472,472,A,alguien,ak
473,473,A,algun,seki
474,474,A,algún asunto,achitlamentli
475,475,A,algunas,sekimej
476,476,A,alguno,aka
477,477,A,algunos,akamej:
478,478,A,alhaja,kaltlatlakitl
479,479,A,alhondiga,tlaosentlatiloyan
480,480,A,alieneacion,pantilistli
481,481,A,aliento,akouetsilistli
482,482,A,alimentacion,tlakuali
483,483,A,alimentar,kualtia
484,484,A,alimento ,tonakatotl
485,485,A,alineto,ijyotl
486,486,A,alisar,petsoua
487,487,A,aliso,aititl
488,488,A,aliviado,teseuili
489,489,A,alivio,teseuilistli
490,490,A,aljaba,mikomitl
491,491,A,aljibes,atekochtlali
492,492,A,aljofar,asitlali
493,493,A,aljofar,asitlalin
494,494,A,alla,ompa
495,495,A,allende,anali
496,496,A,alli,ne
497,497,A,alli mismo,san onkan
498,498,A,alma,eluayotl
499,499,A,almancen,tlapiakali
500,500,A,almeja,atexakatl
501,501,A,almena,altepetenankoyoktli
502,502,A,almidon,tlatexotl
503,503,A,almohada,cuajteton
504,504,A,almoya,almoloyan
505,505,A,almuerzo,tenisaloni
506,506,A,"aloe, sabila",uitsmetl
507,507,A,alohamiento,tesilistli
508,508,A,alojador,tesiliani
509,509,A,alpaca,alpakatl
510,510,A,alpinismo,tepetilistli
511,511,A,alpino,tepeyo
512,512,A,alquilar,tlakeua
513,513,A,altar,momostli
514,514,A,altar de craneos,tsompantli
515,515,A,alteracion,nekomonilistli
516,516,A,alterar,kolonia
517,517,A,alto,huejcapan
518,518,A,altura,ihuejcapanca
519,519,A,alumbrar,tlauilia
520,520,A,aluminio,teposkuitlatl
521,521,A,alumno,tlamachtiltin
522,522,A,alza de precios,patiuayotl
523,523,A,alzado,akokitskili
524,524,A,alzar,akoui
525,525,A,amabilidad,yeknakayotl
526,526,A,amable,yamankak
527,527,A,amada,siuapiltsin
528,528,A,amada mujer,siuatsin
529,529,A,amada señora,siuatekutsin
530,530,A,amado hijo,piltsin
531,531,A,amalucar,amalokan
532,532,A,amanecer,tlanesi
533,533,A,amapola,amapotl
534,534,A,amar,tlasojtla
535,535,A,amaranto,uautli
536,536,A,amarilla,kostli
537,537,A,amarillarse,kosaui
538,538,A,amarillento,kosauak
539,539,A,amarillo,costi
540,540,A,amarillo medio,kosauki
541,541,A,amarillo ocre,tekosautik
542,542,A,amarrado,ilpitok
543,543,A,amarrar,ilpia
544,544,A,amarrillo,kostik
545,545,A,amasar,texui
546,546,A,amasar,caxicualohua
547,547,A,amate,amakuauitl
548,548,A,amatlan nayarit,amatlan
549,549,A,ambar,aposonali
550,550,A,ambar,kosauitl
551,551,A,ambidiestro,nekokmomatki
552,552,A,ambos,iyomexti
553,553,A,amealco ,ameyalko
554,554,A,amen,mayumochiua
555,555,A,amenaza,atemautilistli
556,556,A,amenazado,atemautili
557,557,A,amenazar,atemautia
558,558,A,amiga,siuaikniutli
559,559,A,amigo,ikniutli
560,560,A,amistad,semikniuyotl
561,561,A,amo,iteco
562,562,A,amollar,moleua
563,563,A,amonestación ,teyolmaxilitilistli
564,564,A,amonestado,teyolmaxilitili
565,565,A,amonestar,yolnaxilitia
566,566,A,amontonado,tentok
567,567,A,amontonar,tentoka
568,568,A,"amor, cariño",tlasojtlalistli
569,569,A,amordazado,auelatoani
570,570,A,amordazar,auelatoa
571,571,A,amparado,motetoktli
572,572,A,amparo,netetoktilistli
573,573,A,ampliar,koyaua
574,574,A,amplio,patlauak
575,575,A,ampolla,axitomoktli
576,576,A,anafre,tlekaxitl
577,577,A,anafrodisia,tlaniktilistli
578,578,A,anahuac,anauak
579,579,A,analfabetizmo,amatkiyotl
580,580,A,analisis,ijitlakolistli
581,581,A,analizado,ijitlakoli
582,582,A,analizar,ijitlakoa
583,583,A,anatomía ,tonakayolistli
584,584,A,ancho,coyacti
585,585,A,anchura,icoyajca
586,586,A,anciana,ilamatl
587,587,A,ancianita,ilamajtzin
588,588,A,ancianito,huehuejtzin
589,589,A,anciano,huehuej
590,590,A,ancla,akachikoli
591,591,A,andalucia,andaloxia
592,592,A,andaluz,andaloxi
593,593,A,andamio,tlapechtli
594,594,A,andar,manenemi
595,595,A,andar herguido,aketstinem
596,596,A,andorrano,andorra
597,597,A,andrajo,tilmasoli
598,598,A,anegado,tlaaki
599,599,A,anemia,tolichtli
600,600,A,anemico,tolichtik
601,601,A,anfitrion,tlakuanotski
602,602,A,angel,anxeli
603,603,A,angosto,tsoltik
604,604,A,angulo,kampa
605,605,A,angustia,netekipachololistli
606,606,A,angustia,netlamachilistli
607,607,A,angustiado,netlamachiliani
608,608,A,angustiar,netekipacholoa
609,609,A,angustiar,netlamachia
610,610,A,anhelar,teosiui
611,611,A,anillas para gimnasta,neyekomaxitlastli
612,612,A,anillo,koskatl
613,613,A,anillo de compromiso,maxitlastli
614,614,A,anima,yolilistli
615,615,A,animal,yolkatl
616,616,A,animal acuatico,atlanemini
617,617,A,animal de carga,yolkakuali
618,618,A,animal domestico,tlakasiunemini
619,619,A,animal legendario,joncho
620,620,A,animal salvaje,tekuani
621,621,A,animal volador,papantlanemini
622,622,A,animalejo,yolkapoli
623,623,A,animalejo muy oloroso,pinakatl
624,624,A,animales,yolkamej
625,625,A,animalillo,yolkatontli
626,626,A,animalito,yolkatsintli
627,627,A,animar,akouetsi
628,628,A,animar,yolomatka
629,629,A,aniquilar,atletia
630,630,A,aniversario,senuauetilistli
631,631,A,ano,itzinxapoyo
632,632,A,ante,ixpan
633,633,A,anteayer,yeouilpa
634,634,A,anteayer,yeuiptla
635,635,A,antebrazo,akolmaitl
636,636,A,anterior,achtopan
637,637,A,antes,catca 
638,638,A,antier,yauiptla
639,639,A,antifaz,amayakatl
640,640,A,antigua cultura mexicana,ueuemexikayotl
641,641,A,antiguamente,amokinkantin
642,642,A,antigüedad,nenkan
643,643,A,antiguo,icyapa
644,644,A,antilope,kuakuaumasatl
645,645,A,antojadizo,neikoltini
646,646,A,antojar,ikoltia
647,647,A,antojeria,neikoluayan
648,648,A,antojo,neikoltilistli
649,649,A,antopomorfo,tlakamachiyo
650,650,A,antorcha,okopili
651,651,A,antropologia,tlakayomatilistli
652,652,A,antropologo,tlakayomatini
653,653,A,anuario,xiupouali
654,654,A,anzuelo,teposkololi
655,655,A,añadidura,tlatlapilualistli
656,656,A,añadir,axiltia
657,657,A,añadirse,saliui
658,658,A,añil,xiukilitl
659,659,A,año,xiuitl
660,660,A,año nuevo,yankuixiuitl
661,661,A,años,xiutin
662,662,A,apache ,apachtli
663,663,A,apagador,tlaseuiani
664,664,A,apagar,seui
665,665,A,apaludir,matsatsini
666,666,A,apapachar,apapachoa
667,667,A,aparato,tlakuanili
668,668,A,aparato digestivo,itipanketl
669,669,A,aparato excretor,axixtekomakayotl
670,670,A,aparato reproductor femenino,tepilyotl
671,671,A,"aparcamiento, estacionamiento",teposmalakatlalyokan
672,672,A,apareado,tlapotili
673,673,A,apareamiento,tlapotilistli
674,674,A,aparear,potia
675,675,A,aparecer,nesi
676,676,A,aparecido,nesitli
677,677,A,aparicion,ixpeyajitalisti
678,678,A,apartado,xelotok
679,679,A,apartar,kuania
680,680,A,aparte,amo sekkan
681,681,A,aparte,iyoca
682,682,A,apatzingan,apantsinkan
683,683,A,apaxco,apasko
684,684,A,apedrear ,teuilia
685,685,A,apenas,aojtli
686,686,A,apenas ,kemach
687,687,A,apendice,pili
688,688,A,apestar,potonia
689,689,A,apeste,potonilistli
690,690,A,apestoso,potoniyo
691,691,A,apicultor,mimiautekatl
692,692,A,apilar,panoa
693,693,A,apisonar,peni
694,694,A,apizaco,apitsauko
695,695,A,aplastar,patsmiki
696,696,A,aplastarse,patlachiua
697,697,A,aportado,ijkuaili
698,698,A,aposionar,komoni
699,699,A,apostol,apoxtoli
700,700,A,apoyo,tlakuaunapalolistli
701,701,A,apreciado,uelkamatili
702,702,A,apreciar,uelkamati
703,703,A,aprecio,uelkamatilistli
704,704,A,aprender,tsaloa
705,705,A,aprendido,tlamachtilo
706,706,A,apresiado,tlanteyotili
707,707,A,apresiar,tlanteyotia
708,708,A,apretado,tlamapikili
709,709,A,apretar,tilinia
710,710,A,apretarse,mixtilinaltia
711,711,A,aprisionar,malkochoa
712,712,A,aprobacion,yolnanqulistli
713,713,A,aprobado,yolnankilili
714,714,A,aprobar,yolnankilia
715,715,A,apropiado,inamik
716,716,A,apropiarse,itatquiiya
717,717,A,apuesto,uelnesi
718,718,A,apuntado,axiltili
719,719,A,apuntar,axiltia
720,720,A,apurate,isaja
721,721,A,aquel,inepa
722,722,A,aquellos que,ajkiuan
723,723,A,aquí ,nikan
724,724,A,"ar, er , ir",xi
725,725,A,aracnio,pepeyoktli
726,726,A,arado,kuakuaue yelimiki
727,727,A,arándano,texokapolkuauitl
728,728,A,araña,tokamej
729,729,A,araucaria,akxoyaokotl
730,730,A,arbol,cuahui
731,731,A,arbol de cacao,kakauakauitl
732,732,A,arbol de mango,manilakuauitl
733,733,A,arbol de tamarindo,kuaxilomiskitl
734,734,A,árbol de tejocote,texokuauitl
735,735,A,arbol de zapote,tsapokuauitl
736,736,A,arbol de zarzamora,amaxokuakuauitl
737,737,A,arbol frutal,xokokuauitl
738,738,A,arboleda,cuaman
739,739,A,arboles,kuaumej
740,740,A,arbolito,kuakuauton
741,741,A,arbusto ,tsatsastli
742,742,A,arcabuz,metlekikilistli
743,743,A,arcada,uitoliunkoyan
744,744,A,arce,auachichitl
745,745,A,archipielago,ayoualtlaltin
746,746,A,arcilla,tlaltepalkatl
747,747,A,arco,uitoliuki
748,748,A,arco de pie,xokpali
749,749,A,arco de tiro,tlauitoli
750,750,A,arcoiris,kosamalotl
751,751,A,arder,chichinahui
752,752,A,arder la piel,huelonto
753,753,A,ardilla,techalotl
754,754,A,ardillon,mototli
755,755,A,arena,ixal
756,756,A,arena fina,xalpisili
757,757,A,arenal,xalpan
758,758,A,arenoso,xalo
759,759,A,arete,tlapiloli
760,760,A,arete de flores,xochinakaspiloni
761,761,A,aretillo,atexochitl
762,762,A,argamasa,tenesokitl
763,763,A,argumento literario,amoxtlapeualistli
764,764,A,aridoamerica,sakachichimekapan
765,765,A,arista,kuautextikatontli
766,766,A,arlequin,nenextili
767,767,A,arma,yaotlatkitl
768,768,A,armadillo,ayotochtin
769,769,A,armadura,tlatekpilotolistli
770,770,A,armas ,teyaochiualistli
771,771,A,armazon,kolotli
772,772,A,armonica,kuikaxitl
773,773,A,aro,telolotl
774,774,A,aroma,inekistli
775,775,A,aromatico,auiyak
776,776,A,aromatinzate,popochtli
777,777,A,aromatizar,auialia
778,778,A,arpa,mekakuikapantli
779,779,A,arpon,atlatl
780,780,A,arquelogo,tepaltlajtomatini
781,781,A,arqueologia,tepaltlajtomatilistli
782,782,A,arquitecto,kalmanani
783,783,A,arquitectonico,kalmanayo
784,784,A,arquitectura,kalmanayotl
785,785,A,arquivolta,tlanololi
786,786,A,arrabal,tenankiauatl
787,787,A,arraigado,neluayo
788,788,A,arraigar,neluayoltia
789,789,A,arrancar,uiloni
790,790,A,arrastrado,tlauilanani
791,791,A,arrastrar,uilana
792,792,A,arrebatado,tlakuitiuetsiani
