id,idWord,idTranslation,idCategory,id,name,langId,transcription,id,name,langId,transcription
59393,52710,99533,1,52710,'bless,1,,99533,'benu,0,
20607,22438,83206,1,22438,'better,1,,83206,'bona,0,
61677,54549,83206,1,54549,'good,1,,83206,'bona,0,
70002,61065,103735,1,61065,'welcome,1,,103735,'bonvenigas,0,
30275,29942,87471,1,29942,'please,1,,87471,'bonvolu,0,
82782,71008,108690,1,71008,'bus,1,,108690,'buso,0,
40606,37827,91881,1,37827,'sure,1,,91881,'certa,0,
29279,29196,87047,1,29196,'certainly,1,,87047,'certe,0,
95734,81271,87047,1,81271,'surely,1,,87047,'certe,0,
42835,39645,92805,1,39645,'thank,1,,92805,'dankon,0,
55977,50045,92805,1,50045,'thanks,1,,92805,'dankon,0,
30398,30031,87525,1,30031,'of,1,,87525,'de,0,
53161,47864,87525,1,47864,'from,1,,87525,'de,0,
78911,67935,107189,1,67935,'ten,1,,107189,'dek,0,
51089,46172,96182,1,46172,'right,1,,96182,'dekstra,0,
73692,63891,105173,1,63891,'ask,1,,105173,'demandas,0,
66468,58298,102361,1,58298,'must,1,,102361,'devu,0,
59253,52598,99482,1,52598,'damn,1,,99482,'diable,0,
75369,65175,105811,1,65175,'god,1,,105811,'dion,0,
45397,41698,93846,1,41698,'tell,1,,93846,'diri,0,
78569,67679,93846,1,67679,'say,1,,93846,'diri,0,
30434,30056,87540,1,30056,'so,1,,87540,'do,0,
59825,53054,99713,1,53054,'give,1,,99713,'donu,0,
79057,68054,107241,1,68054,'two,1,,107241,'du,0,
89502,76329,111275,1,76329,'while,1,,111275,'dum,0,
74120,64232,105345,1,64232,'e's,1,,105345,'e la,0,
83376,71485,108915,1,71485,'ead,1,,108915,'ead,0,
38098,35834,90794,1,35834,'eart,1,,90794,'eart,0,
39214,36736,91276,1,36736,'perhaps,1,,91276,'eble,0,
91485,77924,91276,1,77924,'maybe,1,,91276,'eble,0,
23166,24408,84363,1,24408,'since,1,,84363,'ekde,0,
91836,78204,112165,1,78204,'excuse,1,,112165,'ekskuzo,0,
39136,36682,91241,1,36682,'there's,1,,91241,'ekzistas,0,
77634,66941,106705,1,66941,'out,1,,106705,'eliras,0,
83515,71573,108967,1,71573,'elp,1,,108967,'elp,0,
93705,79682,112864,1,79682,'tend,1,,112864,'emas,0,
30643,30220,87627,1,30220,'in,1,,87627,'en,0,
30610,30198,87613,1,30198,'en,1,,87613,'eo,0,
33984,32784,89059,1,32784,'squire,1,,89059,'escudero,0,
30649,30223,87630,1,30223,'is,1,,87630,'estas,0,
73690,63890,87630,1,63890,'are,1,,87630,'estas,0,
30235,29911,87452,1,29911,'be,1,,87452,'esti,0,
43166,39916,92933,1,39916,'were,1,,92933,'estis,0,
79638,68537,92933,1,68537,'was,1,,92933,'estis,0,
60446,53562,99965,1,53562,'shall,1,,99965,'estos,0,
73622,63837,105146,1,63837,'even,1,,105146,'eĉ,0,
48318,43950,95033,1,43950,'indeed,1,,95033,'fakte,0,
62888,55494,100939,1,55494,'does,1,,100939,'faras,0,
30079,29802,87388,1,29802,'make,1,,87388,'fari,0,
30346,29993,87502,1,29993,'made,1,,87502,'faris,0,
74487,64496,87502,1,64496,'did,1,,87502,'faris,0,
60562,53664,100016,1,53664,'deed,1,,100016,'faro,0,
68081,59523,102983,1,59523,'would,1,,102983,'farus,0,
46154,42294,94159,1,42294,'faith,1,,94159,'fido,0,
63355,55852,101136,1,55852,'miss,1,,101136,'fraŭlino,0,
73652,63863,105158,1,63863,'frisco,1,,105158,'frisco,0,
75237,65079,105763,1,65079,'gad,1,,105763,'gad,0,
19458,21526,82695,1,21526,'count,1,,82695,'grafo,0,
49849,45170,95655,1,45170,'great,1,,95655,'granda,0,
40243,37556,91730,1,37556,'stop,1,,91730,'halti,0,
71072,61863,104161,1,61863,'having,1,,104161,'havanta,0,
66169,58062,102247,1,58062,'have,1,,102247,'havas,0,
75538,65300,102247,1,65300,'has,1,,102247,'havas,0,
75550,65308,105883,1,65308,'had,1,,105883,'havis,0,
30316,29968,87488,1,29968,'ho,1,,87488,'he,0,
93673,79654,112851,1,79654,'help,1,,112851,'helpon,0,
64681,56860,101651,1,56860,'history,1,,101651,'historio,0,
30400,30032,87526,1,30032,'oh,1,,87526,'ho,0,
30330,29980,87495,1,29980,'it,1,,87495,'i,0,
75271,65104,105775,1,65104,'i'd,1,,105775,'i estos plej,0,
85881,73463,109887,1,73463,'i've,1,,109887,'i havas,0,
30287,29949,87477,1,29949,'i',1,,87477,'i',0,
81394,69903,108158,1,69903,'once,1,,108158,'iam,0,
45875,42084,94045,1,42084,'they,1,,94045,'ili,0,
34012,32804,89073,1,32804,'they're,1,,89073,'ili estas,0,
54998,49295,97787,1,49295,'their,1,,97787,'ilia,0,
60728,53801,100080,1,53801,'midst,1,,100080,'interne,0,
21204,22913,83476,1,22913,'anything,1,,83476,'io,0,
67625,59192,83476,1,59192,'something,1,,83476,'io,0,
30297,29956,87481,1,29956,'go,1,,87481,'iri,0,
38516,36162,90972,1,36162,'some,1,,90972,'iuj,0,
17445,19744,81793,1,19744,'here's,1,,81793,'jen,0,
24140,25165,81793,1,25165,'that's,1,,81793,'jen,0,
30360,30004,81793,1,30004,'lo,1,,81793,'jen,0,
89708,76486,81793,1,76486,'behold,1,,81793,'jen,0,
80206,68973,107690,1,68973,'yea,1,,107690,'jes,0,
80226,68987,107690,1,68987,'yes,1,,107690,'jes,0,
62024,54807,100600,1,54807,'yes',1,,100600,'jes',0,
70283,61276,103845,1,61276,'yes.',1,,103845,'jes.',0,
82524,70815,108593,1,70815,'jesus,1,,108593,'jesuo,0,
81108,69673,108047,1,69673,'young,1,,108047,'juna,0,
73656,63865,105160,1,63865,'and,1,,105160,'kaj,0,
54708,49062,97668,1,49062,'captain,1,,97668,'kapitano,0,
29558,29411,87164,1,29411,'dear,1,,87164,'kara,0,
45833,42052,94026,1,42052,'that,1,,94026,'ke,0,
79705,68600,107494,1,68600,'why,1,,107494,'kial,0,
43977,40547,93268,1,40547,'when,1,,93268,'kiam,0,
77850,67102,106788,1,67102,'where,1,,106788,'kie,0,
19203,21336,82585,1,21336,'where's,1,,82585,'kie estas,0,
23310,24516,84427,1,24516,'like,1,,84427,'kiel,0,
30229,29906,84427,1,29906,'as,1,,84427,'kiel,0,
75671,65403,84427,1,65403,'how,1,,84427,'kiel,0,
43939,40510,93252,1,40510,'what,1,,93252,'kio,0,
90449,77065,111629,1,77065,'whatever,1,,111629,'kio ajn,0,
31338,30794,87935,1,30794,'what's,1,,87935,'kio estas,0,
79693,68587,107490,1,68587,'who,1,,107490,'kiu,0,
90689,77261,111721,1,77261,'who's,1,,111721,'kiu estas,0,
69572,60740,103564,1,60740,'which,1,,103564,'kiun,0,
66185,58073,102255,1,58073,'course,1,,102255,'kompreneble,0,
23513,24672,84516,1,24672,'besides,1,,84516,'krom,0,
56210,50241,98259,1,50241,'cross,1,,98259,'kruco,0,
44706,41137,93577,1,41137,'with,1,,93577,'kun,0,
63247,55776,101090,1,55776,'though,1,,101090,'kvankam,0,
78487,67614,107027,1,67614,'five,1,,107027,'kvin,0,
78611,67713,107075,1,67713,'the,1,,107075,'la,0,
80374,69113,107754,1,69113,'leave,1,,107754,'lasi,0,
76619,66152,106308,1,66152,'let,1,,106308,'lasu,0,
52975,47719,96960,1,47719,'lena,1,,96960,'lena,0,
30312,29965,87486,1,29965,'he,1,,87486,'li,0,
66546,58356,102391,1,58356,'he's,1,,102391,'li estas,0,
67209,58857,102648,1,58857,'he'll,1,,102648,'li timige,0,
75617,65363,105909,1,65363,'his,1,,105909,'lia,0,
24713,25615,85041,1,25615,'long,1,,85041,'longa,0,
27838,28042,86420,1,28042,'light,1,,86420,'lumo,0,
30366,30009,87511,1,30009,'ms,1,,87511,'m,0,
85268,72994,109645,1,72994,'low,1,,109645,'malalta,0,
82004,70401,108397,1,70401,'open,1,,108397,'malfermi,0,
23204,24434,84381,1,24434,'little,1,,84381,'malmulte,0,
77563,66887,106680,1,66887,'old,1,,106680,'malnova,0,
63285,55800,101107,1,55800,'poor,1,,101107,'malriĉa,0,
84530,72368,109364,1,72368,'ill,1,,109364,'malsana,0,
63333,55836,101127,1,55836,'down,1,,101127,'malsupren,0,
49756,45090,95624,1,45090,'master,1,,95624,'mastro,0,
42016,38951,92467,1,38951,'morning,1,,92467,'mateno,0,
46706,42727,94380,1,42727,'member,1,,94380,'membro,0,
44859,41275,93632,1,41275,'remember,1,,93632,'memoru,0,
63347,55846,101133,1,55846,'mind,1,,101133,'menso,0,
77947,67177,106822,1,67177,'put,1,,106822,'meti,0,
77870,67118,106794,1,67118,'pon,1,,106794,'metu,0,
76951,66415,106443,1,66415,'mid,1,,106443,'mez,0,
30376,30016,87514,1,30016,'me,1,,87514,'mi,0,
85531,73201,87514,1,73201,'i'll,1,,87514,'mi,0,
30370,30012,87513,1,30012,'my,1,,87513,'mia,0,
74489,64497,105487,1,64497,'die,1,,105487,'mortas,0,
60532,53638,100003,1,53638,'dead,1,,100003,'mortintoj,0,
60988,54012,100193,1,54012,'many,1,,100193,'multaj,0,
66605,58405,102413,1,58405,'much,1,,102413,'multe,0,
30679,30241,87645,1,30241,'n',1,,87645,'n',0,
39772,37212,91524,1,37212,'ain't,1,,91524,'ne,0,
61008,54027,91524,1,54027,'don't,1,,91524,'ne,0,
77229,66655,91524,1,66655,'not,1,,91524,'ne,0,
92230,78498,91524,1,78498,'didn't,1,,91524,'ne,0,
93647,79638,91524,1,79638,'isn't,1,,91524,'ne,0,
72130,62669,104575,1,62669,'can't,1,,104575,'ne eblas,0,
77201,66635,106536,1,66635,'no',1,,106536,'ne',0,
72941,63305,104885,1,63305,'no.',1,,104885,'ne.',0,
63794,56218,101312,1,56218,'neath,1,,101312,'neath,0,
77223,66650,106545,1,66650,'nor,1,,106545,'nek,0,
95135,80800,106545,1,80800,'neither,1,,106545,'nek,0,
69516,60690,103541,1,60690,'never,1,,103541,'neniam,0,
37217,35153,90422,1,35153,'nothing,1,,90422,'nenio,0,
30390,30024,87521,1,30024,'no,1,,87521,'neniu,0,
73216,63509,87521,1,63509,'none,1,,87521,'neniu,0,
73664,63872,87521,1,63872,'any,1,,87521,'neniu,0,
94904,80611,87521,1,80611,'nobody,1,,87521,'neniu,0,
30479,30089,87560,1,30089,'we,1,,87560,'ni,0,
54975,49277,87560,1,49277,'we'll,1,,87560,'ni,0,
93669,79652,87560,1,79652,'let's,1,,87560,'ni,0,
54815,49158,97715,1,49158,'we're,1,,97715,'ni estas,0,
54766,49116,97694,1,49116,'we've,1,,97694,'ni havas,0,
77636,66942,106706,1,66942,'our,1,,106706,'nia,0,
77151,66586,106521,1,66586,'new,1,,106521,'nova,0,
77225,66652,106546,1,66652,'now,1,,106546,'nun,0,
38522,36166,90975,1,36166,'just,1,,90975,'nur,0,
53883,48413,90975,1,48413,'only,1,,90975,'nur,0,
60608,53704,100035,1,53704,'uncle,1,,100035,'onklo,0,
86065,73611,109954,1,73611,'ope,1,,109954,'ope,0,
56387,50379,98330,1,50379,'think,1,,98330,'opinias,0,
89014,75944,111085,1,75944,'manda,1,,111085,'ordonas,0,
83382,71488,108918,1,71488,'ear,1,,108918,'orelo,0,
55943,50013,98149,1,50013,'ouse,1,,98149,'ouse,0,
30408,30036,87530,1,30036,'ow,1,,87530,'ow,0,
96129,81552,113786,1,81552,'peace,1,,113786,'paco,0,
42705,39540,92755,1,39540,'paradise,1,,92755,'paradizo,0,
75697,65424,105941,1,65424,'forgive,1,,105941,'pardoni,0,
67335,58965,102700,1,58965,'pardon,1,,102700,'pardonon,0,
83881,71860,109108,1,71860,'speak,1,,109108,'paroli,0,
63742,56179,101293,1,56179,'mother,1,,101293,'patrino,0,
95470,81064,113540,1,81064,'father,1,,113540,'patro,0,
86391,73856,110090,1,73856,'papa,1,,110090,'paĉjo,0,
30245,29917,87457,1,29917,'by,1,,87457,'per,0,
76617,66149,106307,1,66149,'pears,1,,106307,'pirojn,0,
34674,33318,89359,1,33318,'most,1,,89359,'plej,0,
34304,33030,89195,1,33030,'more,1,,89195,'pli,0,
73431,63680,105073,1,63680,'people,1,,105073,'popolo,0,
75103,64966,105713,1,64966,'for,1,,105713,'por,0,
23944,25016,84701,1,25016,'after,1,,84701,'post,0,
74080,64201,105328,1,64201,'can,1,,105328,'povas,0,
76869,66342,105328,1,66342,'may,1,,105328,'povas,0,
42070,39001,92490,1,39001,'could,1,,92490,'povis,0,
36315,34482,90042,1,34482,'sire,1,,90042,'prapatro,0,
94429,80250,113145,1,80250,'exactly,1,,113145,'precize,0,
44075,40633,93312,1,40633,'rather,1,,93312,'prefere,0,
28454,28502,86692,1,28502,'prentice,1,,86692,'prentice,0,
44065,40618,93307,1,40618,'take,1,,93307,'prenu,0,
90280,76947,111567,1,76947,'pray,1,,111567,'preĝi,0,
86880,74243,110267,1,74243,'about,1,,110267,'pri,0,
79013,68011,107225,1,68011,'try,1,,107225,'provi,0,
26394,26917,85783,1,26917,'public,1,,85783,'publika,0,
72474,62925,104711,1,62925,'well,1,,104711,'puto,0,
96069,81520,113764,1,81520,'journal,1,,113764,'revuo,0,
44638,41081,93548,1,41081,'king,1,,93548,'reĝo,0,
75289,65114,105783,1,65114,'get,1,,105783,'ricevi,0,
84633,72463,109401,1,72463,'won't,1,,109401,'rifuzas,0,
24692,25600,85033,1,25600,'look,1,,85033,'rigardu,0,
95771,81301,113650,1,81301,'round,1,,113650,'ronda,0,
95751,81286,113641,1,81286,'roun',1,,113641,'roun',0,
45909,42110,94057,1,42110,'know,1,,94057,'scias,0,
30322,29974,87491,1,29974,'if,1,,87491,'se,0,
73986,64125,105294,1,64125,'but,1,,105294,'sed,0,
36673,34740,90191,1,34740,'without,1,,90191,'sen,0,
35298,33773,89617,1,33773,'send,1,,89617,'sendu,0,
50791,45920,96054,1,45920,'nonsense,1,,96054,'sensencaĵo,0,
78641,67738,107090,1,67738,'sit,1,,107090,'sidi,0,
19175,21316,82573,1,21316,'hush,1,,82573,'silento,0,
51613,46595,96389,1,46595,'lady,1,,96389,'sinjorino,0,
77025,66481,96389,1,66481,'mrs,1,,96389,'sinjorino,0,
94894,80600,96389,1,80600,'madam,1,,96389,'sinjorino,0,
56024,50078,98182,1,50078,'lord,1,,98182,'sinjoro,0,
78643,67739,98182,1,67739,'sir,1,,98182,'sinjoro,0,
60692,53759,100063,1,53759,'gentlemen,1,,100063,'sinjoroj,0,
36981,34976,90323,1,34976,'specially,1,,90323,'speciale,0,
29677,29491,87218,1,29491,'stand,1,,87218,'staras,0,
20920,22705,83347,1,22705,'suppose,1,,83347,'supozu,0,
30404,30034,87528,1,30034,'on,1,,87528,'sur,0,
58146,51741,87528,1,51741,'upon,1,,87528,'sur,0,
48324,43953,95035,1,43953,'however,1,,95035,'tamen,0,
27055,27451,86080,1,27451,'phone,1,,86080,'telefono,0,
96288,81670,113842,1,81670,'hold,1,,113842,'tenu,0,
40132,37483,91682,1,37483,'such,1,,91682,'tia,0,
22779,24121,84196,1,24121,'there,1,,84196,'tie,0,
67456,59055,84196,1,59055,'here,1,,84196,'tie,0,
46308,42422,94223,1,42422,'thus,1,,94223,'tiel,0,
94179,80055,113051,1,80055,'fraid,1,,113051,'timas,0,
22769,24115,84191,1,24115,'these,1,,84191,'tiuj,0,
34914,33499,84191,1,33499,'those,1,,84191,'tiuj,0,
33517,32455,88850,1,32455,'very,1,,88850,'tre,0,
58945,52359,99359,1,52359,'three,1,,99359,'tri,0,
78997,68002,107218,1,68002,'too,1,,107218,'tro,0,
49246,44683,95409,1,44683,'quite,1,,95409,'tute,0,
19393,21474,82669,1,21474,'twas,1,,82669,'twas,0,
20127,22057,82992,1,22057,'twixt,1,,82992,'twixt,0,
87538,74745,110522,1,74745,'ull,1,,110522,'ull,0,
77571,66893,106683,1,66893,'one,1,,106683,'unu,0,
33261,32252,88740,1,32252,'alas,1,,88740,'ve,0,
22998,24283,84290,1,24283,'come,1,,84290,'venas,0,
22787,24125,84199,1,24125,'bring,1,,84199,'venigi,0,
48982,44476,95303,1,44476,'true,1,,95303,'vera,0,
35447,33877,89684,1,33877,'verily,1,,89684,'vere,0,
55669,49809,89684,1,49809,'really,1,,89684,'vere,0,
30497,30102,87567,1,30102,'ye,1,,87567,'vi,0,
46294,42409,87567,1,42409,'thou,1,,87567,'vi,0,
80284,69038,87567,1,69038,'you,1,,87567,'vi,0,
38063,35808,90779,1,35808,'you're,1,,90779,'vi estas,0,
38104,35839,90796,1,35839,'you've,1,,90796,'vi havas,0,
80560,69245,107834,1,69245,'you'd,1,,107834,'vi volas,0,
65177,57243,101854,1,57243,'your,1,,101854,'via,0,
81072,69647,101854,1,69647,'yours,1,,101854,'via,0,
78933,67957,107197,1,67957,'thy,1,,107197,'vian,0,
78607,67710,107073,1,67710,'see,1,,107073,'vidi,0,
76865,66340,106406,1,66340,'man,1,,106406,'viro,0,
76905,66376,106422,1,66376,'men,1,,106422,'viroj,0,
53839,48382,97308,1,48382,'life,1,,97308,'vivo,0,
87987,75090,110680,1,75090,'way,1,,110680,'vojo,0,
44646,41089,93552,1,41089,'will,1,,93552,'volo,0,
62974,55566,100976,1,55566,'because,1,,100976,'ĉar,0,
30231,29907,87450,1,29907,'at,1,,87450,'ĉe,0,
45913,42113,94059,1,42113,'this,1,,94059,'ĉi,0,
51183,46240,96219,1,46240,'heaven,1,,96219,'ĉielo,0,
33729,32599,88949,1,32599,'every,1,,88949,'ĉiu,0,
35797,34122,88949,1,34122,'everything,1,,88949,'ĉiu,0,
73640,63851,105154,1,63851,'all,1,,105154,'ĉiuj,0,
39407,36897,91361,1,36897,'whether,1,,91361,'ĉu,0,
79390,68330,107370,1,68330,'it's,1,,107370,'ĝi estas,0,
30459,30075,87551,1,30075,'up,1,,87551,'ĝis,0,
46198,42331,87551,1,42331,'till,1,,87551,'ĝis,0,
87724,74891,110589,1,74891,'change,1,,110589,'ŝanĝo,0,
75584,65335,105897,1,65335,'her,1,,105897,'ŝi,0,
81197,69735,108084,1,69735,'she's,1,,108084,'ŝi estas,0,
97453,115257,117353,1,115257,(particular) time,1,,117353,(aparta) tempo,0,
97235,115001,117267,1,115001,(one hundred) fold,1,,117267,(cent) faldi,0,
97692,115495,117453,1,115495,(windscreen) wiper,1,,117453,(ekrano) viŝilo,0,
97997,115819,117579,1,115819,(to be) outlawed,1,,117579,(esti) senpacaj,0,
96866,114579,117119,1,114579,(heraldic) device,1,,117119,(heraldika) aparato,0,
97844,115642,117517,1,115642,(herb) tea,1,,117517,(herbo) teon,0,
97203,114966,117253,1,114966,(coal) tip,1,,117253,(karbo) konsileto,0,
97670,115479,117447,1,115479,(cause to) be reborn,1,,117447,(kaŭzas) renaskiĝi,0,
97812,115613,117503,1,115613,(coral) reef,1,,117503,(korala rifo,0,
97880,115684,117532,1,115684,(the) environment,1,,117532,(la medio,0,
97941,115755,117558,1,115755,(the) present,1,,117558,(la) aktuala,0,
97820,115619,117506,1,115619,(the) accused,1,,117506,(la) akuzitaj,0,
97603,115406,117417,1,115406,(the) fall,1,,117417,(la) falo,0,
97888,115697,117535,1,115697,(the) singing,1,,117535,(la) kantanta,0,
99149,116809,118044,1,116809,(the) wash,1,,118044,(la) lavon,0,
97489,115297,117370,1,115297,(the) plough,1,,117370,(la) plugilo,0,
97352,115128,117316,1,115128,(letter) writer,1,,117316,(litero) verkisto,0,
97439,115244,117346,1,115244,(old) maid,1,,117346,(malnova) servistino,0,
97899,115710,117539,1,115710,(vacuum) flask,1,,117539,(malplena) flakono,0,
96499,114075,116972,1,114075,(not) nearly,1,,116972,(ne) preskaŭ,0,
97903,115719,117541,1,115719,(western) hemlock,1,,117541,(okcidenta) cikuto,0,
96525,114114,116982,1,114114,(political) incorrectness,1,,116982,(politika) malĝusteco,0,
97023,114759,117180,1,114759,(to my) advantage,1,,117180,(por mia) avantaĝon,0,
96705,114391,117057,1,114391,(proof) reader,1,,117057,(pruvo) leganto,0,
98502,116269,117780,1,116269,(round) bracket,1,,117780,(ronda) krampo,0,
97143,114905,117228,1,114905,(if) he/she/it would be,1,,117228,(se) li / ŝi / ĝi estus,0,
97131,114893,117222,1,114893,(up) to,1,,117222,(supren) al,0,
98596,116342,117818,1,116342,(on the) bottle,1,,117818,(sur la) botelo,0,
98530,116291,117791,1,116291,(day) break,1,,117791,(tago) paŭzo,0,
96639,114326,117033,1,114326,(cup of) tea,1,,117033,(taso de) teon,0,
98544,116301,117798,1,116301,(not) at all,1,,117798,(tute ne,0,
98219,116042,117661,1,116042,(quite) a bit,1,,117661,(tute) iom,0,
98594,116341,117817,1,116341,(heavenly) body,1,,117817,(ĉiela) korpo,0,
97573,115375,117405,1,115375,(stone) wall,1,,117405,(ŝtono) muro,0,
37274,35202,90447,1,35202,evinces,1,,90447,", malkovras",0,
32300,31561,88332,1,31561,opine,1, [ ə ʊ ' p a ɪ n ],88332,", opinias",0,
82430,70749,108558,1,70749,hitherward,1, [ ' h ɪ ð ə w ə d z ],108558,", tien",0,
18258,20560,82156,1,20560,ek,1,,82156,-ek,0,
51605,46586,96385,1,46586,signifieth,1,,96385,-montras,0,
54784,49130,97702,1,49130,sama,1,,97702,-sama,0,
18268,20566,82160,1,20566,að,1,,82160,-tie,0,
51591,46577,96379,1,46577,...i,1,,96379,... i,0,
67185,58841,102637,1,58841,.and,1,,102637,.kaj,0,
63492,55955,101189,1,55955,.the,1,,101189,.la,0,
98666,116403,117849,1,116403,annealing,1, [ ə ' n i : l ɪ ŋ ],117849,_annealing_,0,
23696,24819,84599,1,24819,cayley,1,,84599,_cayley_,0,
36785,34820,90237,1,34820,consequential,1, [ k ɒ n s ɪ ' k w e n ʃ ə l ],90237,_consequential_,0,
28275,28376,86611,1,28376,construed,1,,86611,_construed_,0,
78877,67912,107176,1,67912,diffusive,1, [ d ɪ ' f j u : s ɪ v ],107176,_diffusive_,0,
98874,116573,117935,1,116573,discreteness,1, [ d ɪ s ' k r i : t n ɪ s ],117935,_discreteness_,0,
72680,63098,104785,1,63098,ditto,1, [ ' d ɪ t ə ʊ ],104785,_ditto_,0,
21004,22765,83384,1,22765,eschew,1, [ ɪ ' s t ʃ u : ],83384,_eschew_,0,
26799,27232,85968,1,27232,guaranteeing,1,,85968,_guaranteeing_,0,
61898,54709,100556,1,54709,incautious,1, [ ɪ n ' k ɔ : ʃ ə s ],100556,_incautious_,0,
19046,21224,82516,1,21224,instantaneous,1, [ ɪ n s t ə n ' t e ɪ n ɪ ə s ],82516,_instantaneous_,0,
4397,4995,14025,1,4995,odds,1, [ ɒ d z ],14025,_odds_,0,
43187,39932,92941,1,39932,perspicuous,1, [ p ə ' s p ɪ k j ʊ ə s ],92941,_perspicuous_,0,
97366,115155,117321,1,115155,ramification,1, [ r eə m ɪ f ɪ ' k e ɪ ʃ ə n ],117321,_ramification_,0,
7106,8172,16491,1,8172,readily,1, [ ' r e d ɪ l ɪ ],16491,_readily_,0,
90536,77137,111659,1,77137,recurring,1, [ r ɪ ' k з : r ɪ ŋ ],111659,_recurring_,0,
35855,34155,89847,1,34155,reflexion,1,,89847,_reflexion_,0,
55758,49870,89847,1,49870,réflexion,1,,89847,_reflexion_,0,
47678,43436,94772,1,43436,shied,1,,94772,_shied_,0,
29240,29154,87034,1,29154,suggestively,1,,87034,_suggestively_,0,
84651,72476,109407,1,72476,tenable,1, [ ' t e n ə b ə l ],109407,_tenable_,0,
59491,52791,99573,1,52791,traverse,1, [ ' t r eə v з : s ],99573,_traverse_,0,
54961,49266,97772,1,49266,tsp,1,,97772,_tsp_,0,
18070,20379,82070,1,20379,th,1,,82070,a,0,
17823,20043,81964,1,20043,a',1,,81964,a ',0,
44790,41213,81964,1,41213,th',1,,81964,a ',0,
34654,33303,89349,1,33303,a.m.,1, [ e ɪ ' e m ],89349,a horo matene,0,
37951,35729,90730,1,35729,a's,1,,90730,a-oj,0,
64919,57047,101749,1,57047,a.s.,1,,101749,a.ş.,0,
49682,45031,95592,1,45031,aã°,1,,95592,aa °,0,
38532,36181,90979,1,36181,aar,1,,90979,aar,0,
53704,48282,97254,1,48282,aaron's,1,,97254,aaron,0,
23485,24649,84502,1,24649,abandons,1,,84502,abandonas,0,
36793,34830,90241,1,34830,abate,1, [ ə ' b e ɪ t ],90241,abate,0,
37645,35479,90603,1,35479,abbey,1, [ ' eə b ɪ ],90603,abatejo,0,
49453,44830,95496,1,44830,abbeys,1,,95496,abatejoj,0,
49555,44928,95538,1,44928,abbess,1, [ ' eə b e s ],95538,abatino,0,
21888,23436,83791,1,23436,abbot's,1,,83791,abato,0,
37843,35643,83791,1,35643,abbot,1, [ ' eə b ə t ],83791,abato,0,
57776,51455,98905,1,51455,abbots,1,,98905,abatoj,0,
79273,68234,107324,1,68234,abba,1, [ ə ' b ɑ : ],107324,abba,0,
68481,59843,103138,1,59843,abbaye,1,,103138,abbaye,0,
51001,46088,96142,1,46088,abbe,1, [ ' eə b ɪ ],96142,abbe,0,
94736,80485,113262,1,80485,abbeville,1,,113262,abbeville,0,
60144,53334,99840,1,53334,abbie,1, [ ' eə b ɪ ],99840,abbie,0,
50735,45879,96030,1,45879,abbotsford,1,,96030,abbotsford,0,
21547,23163,83631,1,23163,abbott,1,,83631,abbott,0,
79265,68229,107320,1,68229,abby,1, [ ' eə b ɪ ],107320,abby,0,
51031,46122,96156,1,46122,abbé,1,,96156,abbé,0,
38832,36430,91111,1,36430,abdallah,1,,91111,abdallah,0,
81128,69686,108056,1,69686,abdicate,1, [ ' eə b d ɪ k e ɪ t ],108056,abdiki,0,
69245,60467,103440,1,60467,abdicated,1,,103440,abdikis,0,
